id,action,entity_type,entity_id,timestamp,actor_id,prev_hash,current_hash,signature,notes
LGR-5121,create,evidence,EVID-0102,2026-06-14T03:20:00Z,USER-CTR-01,sha256:4c9eaa6b9f02aec739e1f7894306b6e069caefdb34098f2e3d6e7fc1fddae013,sha256:a6078870ba140ef6a88890467738e269c9c26de6e69e33f3fcd7fdf0f72af9b5,sig:nssDTMwIEcIDeC+z1OXNUer20N8sAwcnm/ETMdms55fHz25PMm5NigdHZEM5vvkfppFQ8PfcSTOL0Dl/yCMvDQ==,Evidence uploaded
LGR-5122,create,evidence,EVID-0021,2026-06-14T03:33:00Z,USER-INS-01,sha256:a6078870ba140ef6a88890467738e269c9c26de6e69e33f3fcd7fdf0f72af9b5,sha256:de14176f258790c539f3210643ce8c889078485da66d7d31638b94b832cceded,sig:LByC3/Uoq4UlYuxRsL8nyoCCX91L6wYyWYdPXhsZNPhFsLWDcuIIC1mxP6MJTFrfqBcglftDGPXcgmRp6CVLAg==,Evidence uploaded
LGR-5123,create,inspection,INSP-1008,2026-06-14T03:45:00Z,USER-INS-01,sha256:de14176f258790c539f3210643ce8c889078485da66d7d31638b94b832cceded,sha256:ba8d63b0da373b9a34693f5017230e04e99833ba8df859f0b7839d785aece2be,sig:WQ8bsy4k5/OGJMFbLO+dEdHKuWojviJwy4e/SPY7+EyxvKyqs0Y0xnWoPzlLy4cIlmBWtovKL4IN1KKh8mwSDw==,Inspection captured
LGR-5124,create,evidence,EVID-0008,2026-06-14T04:07:00Z,USER-INS-01,sha256:ba8d63b0da373b9a34693f5017230e04e99833ba8df859f0b7839d785aece2be,sha256:f7941ed4fd348658b1fb45ed6e4f5ae30588cb2bfa5dab011eaacc48900499c5,sig:Mf7Q3gSOOwyDE2myRfAkj+4amevMKbXsKpbhF9DJz8mwLysbmHr7WP5KNIgPCo4loh3vSH59Kj9y41LWMkXDCw==,Evidence uploaded
LGR-5125,update,inspection,INSP-1021,2026-06-14T09:15:00Z,USER-MGR-01,sha256:f7941ed4fd348658b1fb45ed6e4f5ae30588cb2bfa5dab011eaacc48900499c5,sha256:bc4e47f3529a8e5d7f585b70eadfa36833d057e2d8419479b08cfc00f61407fe,sig:PmHgOa261z+5cFxmHr9/ptD+oud8RFRzp9zcpiULY3w7D3f7DuEKfygJCXbkxqAX2HhiPYi1dtFrxj0ePImCAQ==,Score / status update
LGR-5126,update,inspection,INSP-1008,2026-06-14T09:45:00Z,USER-MGR-01,sha256:bc4e47f3529a8e5d7f585b70eadfa36833d057e2d8419479b08cfc00f61407fe,sha256:5ec4fe32cefa74688c03dabd5cf7b83ec5279b24d8ec00bd3504fd9fd81735dd,sig:HkuP1MBtBeTLFp17D0x4fIP8i6ZSz1LtfJBAQlAYHrx6/smIkk4OMVQwBS5Jf/BgWDF5LpDJjbm3qOFiZiOiCQ==,Score / status update
LGR-5127,create,inspection,INSP-1045,2026-06-15T14:45:00Z,USER-CTR-01,sha256:5ec4fe32cefa74688c03dabd5cf7b83ec5279b24d8ec00bd3504fd9fd81735dd,sha256:a2bcf3581668e4fdd071e0c48c47c5ec0dc1f2c3b04d672625ca0f59b8c7e264,sig:TYMYg3aSXt1OwzcTeN15jnlcaWAHhCehRfKAeR6tj44q5mpKOM6L8YM2GzZpfgGq/1R9XvzMM72VXwrkowIHAQ==,Inspection captured
LGR-5128,create,evidence,EVID-0045,2026-06-15T15:09:00Z,USER-CTR-01,sha256:a2bcf3581668e4fdd071e0c48c47c5ec0dc1f2c3b04d672625ca0f59b8c7e264,sha256:76b2bbde402f1a029c7bc5690c3c2d77dca80bf194ba50048bfa8e1f9155d09f,sig:rIZxoGQlH2sqoDWudQjybkjz0/QPQWuMQkYLuFBBlXeTwnDzh0gtW6eepmg0w7Y4jGACdYqe0n1igzFBY/ULDg==,Evidence uploaded
LGR-5129,create,work_order,WO-021,2026-06-16T07:00:00Z,USER-MGR-01,sha256:76b2bbde402f1a029c7bc5690c3c2d77dca80bf194ba50048bfa8e1f9155d09f,sha256:efe6f2756dd23599a175d7738987b813a500c0f3cdbfb9459688be5012245ccd,sig:SDU7dYf5dZKkqu0Dt/rt2Ip+DsaFcCLoePZeT60ch77h9HI3whGEy+GT9dXRlvoYrYgZSI2fQvTlfRAbMZj2DA==,Work order raised
LGR-5130,create,evidence,EVID-0134,2026-06-16T08:04:00Z,USER-CTR-01,sha256:efe6f2756dd23599a175d7738987b813a500c0f3cdbfb9459688be5012245ccd,sha256:5ff7d75f5d29ebda2fca270d01260f453d5a62b1c244f1ad782ad3e1555c9592,sig:i662KP8pF323VvK7t5dRL/DLlL4UB/6U/NAqi4nPu5gAdiw2oX+VdBgYAUQXrHz+EwnVyCpde9g2umPBvTnlDw==,Evidence uploaded
LGR-5131,create,inspection,INSP-1100,2026-06-16T16:30:00Z,USER-CTR-01,sha256:5ff7d75f5d29ebda2fca270d01260f453d5a62b1c244f1ad782ad3e1555c9592,sha256:b44a2d487c5e7ae17393560e18c387c4e03ab2ed9af9cdc094b938ee1d7b9754,sig:dZ79oxOEy/8s2PYeaSUc3KyYb4WEf/AZj4Ak6FAK8H8rGq8tJsO0i6RmIsLIogT9AfZ6Lmbvhm4AnkAgtIrGCg==,Inspection captured
LGR-5132,create,evidence,EVID-0100,2026-06-16T16:43:00Z,USER-CTR-01,sha256:b44a2d487c5e7ae17393560e18c387c4e03ab2ed9af9cdc094b938ee1d7b9754,sha256:2520e87d5c3d9d83406b3dafff113716f415d5a0fc1306d3745d9bb2ba1fb0a1,sig:52WwsrMEGpDBYCQk5LgJxCliXnU+WhaP6plb+PGOKbVB2U4ycJb+/a4i4v1ybRsBe1YTKSxselWPRoHrPLKDCg==,Evidence uploaded
LGR-5133,create,inspection,INSP-1103,2026-06-16T16:45:00Z,USER-CTR-01,sha256:2520e87d5c3d9d83406b3dafff113716f415d5a0fc1306d3745d9bb2ba1fb0a1,sha256:843c5da3744e07960cf844121d4e80e15dd8aa5b3228316ff69422f45add5eb5,sig:JwFtHF3ETOJ9ETB1jVsZszOHND3SXwwOGKXln3jBSMkT32tLamdAAQX0YbFEmE2f8X+wlYlDpWcVHc9rMFTyBg==,Inspection captured
LGR-5134,create,evidence,EVID-0140,2026-06-16T16:48:00Z,USER-INS-01,sha256:843c5da3744e07960cf844121d4e80e15dd8aa5b3228316ff69422f45add5eb5,sha256:a0af6ba7eb9c45ca74b4ce4b127900b2841b1bbc067abbd13367869a04650ff4,sig:d39jDfGk5CxOq/S8wm/b/mJ5N5/t2ASIQf+dXa6PtwS2fGUXhj664OMiDz8xcSo+9tkb+s9vIw15CblFLGiUAg==,Evidence uploaded
LGR-5135,create,evidence,EVID-0103,2026-06-16T17:00:00Z,USER-CTR-01,sha256:a0af6ba7eb9c45ca74b4ce4b127900b2841b1bbc067abbd13367869a04650ff4,sha256:6757c37582f560970763ec60d2d6bc5c237d2873bf418dd31bc0c7e50091839b,sig:KQr0JEreB78v0m1uXH8WGrCGl/HQlMbvQDm9cYstqtSNkiMOankjLL5PwfDrnRKHj9GmDuQ7BD8az/2vSb58Ag==,Evidence uploaded
LGR-5136,create,inspection,INSP-1076,2026-06-16T20:45:00Z,USER-CTR-01,sha256:6757c37582f560970763ec60d2d6bc5c237d2873bf418dd31bc0c7e50091839b,sha256:88857b557d984486174e3cf41c0d6110e21b4c2019c37e158792dadef1dc3a77,sig:KRghcHAzMp8MzDYFXozil+hIoKplC0vcAG8ttX2RCYuVoMIWApJ6Bs4yPqjxbBgwiLdGgYH/dhmldfuHqGHqCw==,Inspection captured
LGR-5137,create,evidence,EVID-0076,2026-06-16T20:46:00Z,USER-CTR-01,sha256:88857b557d984486174e3cf41c0d6110e21b4c2019c37e158792dadef1dc3a77,sha256:0a92cdd82f154d3ff9b3209a82601dde59a54eed11aa152a0ce5c3789147831d,sig:qgXJn7LDWC2o/YPJjR+GH3hFQabDEj0CAuw30KnDdDEurbahFS08GuFLrODJbFQ02sguXvkWSyaIit/ERK7pAQ==,Evidence uploaded
LGR-5138,create,incident,INC-315,2026-06-17T00:00:00Z,USER-CTR-01,sha256:0a92cdd82f154d3ff9b3209a82601dde59a54eed11aa152a0ce5c3789147831d,sha256:501988b3c78b213003cc8e6bc717d0dd99acb692833d235989f7e39a840e21eb,sig:ObQ1BDDVe4grRmaXPGN7TFHUXdJ+5PrNsU3XhkXKg/fDcTYeRJrotanKpbaPfOyqa36F7vkMcnSo8QtaKbOACQ==,Incident logged
LGR-5139,create,evidence,EVID-0120,2026-06-17T04:57:00Z,USER-CTR-01,sha256:501988b3c78b213003cc8e6bc717d0dd99acb692833d235989f7e39a840e21eb,sha256:272a96df8275333bc1723fd3c4110c1340e588317a9b6040307f568a46d9002d,sig:8KW1wSVUoiJ37ReAJk8BT/ONrusqHbFmUv8dRHt6u77JzX/xJLPKZG+DB5qo5fhQVaawdWBlE8tG8otIViHjCg==,Evidence uploaded
LGR-5140,create,inspection,INSP-1034,2026-06-17T05:15:00Z,USER-CTR-01,sha256:272a96df8275333bc1723fd3c4110c1340e588317a9b6040307f568a46d9002d,sha256:5580803cbb2e82408fc7016a917990a7af7af31bfdf609623bdeec46f97090e4,sig:mq54Mn1UP9C2VsZ0BaVoCeM7vtC5x7dpMotMrtjHfdVg1zPAj/ntFe6HzEsb3PN45R3Qb6mld6qMrbjrnm7tAw==,Inspection captured
LGR-5141,create,evidence,EVID-0034,2026-06-17T05:29:00Z,USER-CTR-01,sha256:5580803cbb2e82408fc7016a917990a7af7af31bfdf609623bdeec46f97090e4,sha256:e3131b948a443e808c1a172a4c0a4ef1be95b70c4beff899ecbb718c058a340a,sig:+vgsKoeuMQ1R0k2OLtxq8xsK0mSrr+Q9dBT9gayrnpU8KCS78BL1PZyvUicsoVZ9ARvohiSHvI5A8JaKVoN3Cw==,Evidence uploaded
LGR-5142,update,incident,INC-315,2026-06-17T08:00:00Z,USER-MGR-01,sha256:e3131b948a443e808c1a172a4c0a4ef1be95b70c4beff899ecbb718c058a340a,sha256:d450d5a0b52fe1b1becf08f4df54b45556d10238de0a95af465f38f57877820f,sig:uiT23or5LCmInpsAP1vtBvPGGp5c1gqsZb5AODwvxNY5aCuKkBAgUcwAIDvq1NKprf44w+sFTzIA1fDBptLeDw==,Status update
LGR-5143,create,inspection,INSP-1068,2026-06-18T05:15:00Z,USER-INS-01,sha256:d450d5a0b52fe1b1becf08f4df54b45556d10238de0a95af465f38f57877820f,sha256:8ab3c93575105a240feb98631fa902e97048d45f89b3b1601b7b0b42cb9837aa,sig:W7cdAl0Lb23ykXlrQwKQXBqyLZV4cwiwgg26ndMSM3+mIpY+VeM7jdhixaK45yuDjvVpplmvVVopHbWk5mChDA==,Inspection captured
LGR-5144,create,evidence,EVID-0068,2026-06-18T05:24:00Z,USER-INS-01,sha256:8ab3c93575105a240feb98631fa902e97048d45f89b3b1601b7b0b42cb9837aa,sha256:bca7ecf9959eeca51fb3b37195ede01bf6147cdf9015a5a19b8a5ef7bac701b8,sig:s0uCV4jFPRRlXevshKYByqhqKhmDtbo/RaSUOYwjsQ/iKgFJCDp8A9NfnvxAUIPtUTPHmAjT5RQ7Zm5JOG9FBw==,Evidence uploaded
LGR-5145,create,inspection,INSP-1088,2026-06-18T07:45:00Z,USER-CTR-01,sha256:bca7ecf9959eeca51fb3b37195ede01bf6147cdf9015a5a19b8a5ef7bac701b8,sha256:5a4afd7f44360767095656019975b8b25bd6be865619fbbcefa4912d9c3bc8cc,sig:M7eyQtEyyTlNGQdGZVvUSQUbm/f7kWJ5c8Xv0LIo99k+ecVxOPbcqbcFgCvbufseT5AiUXKyd11yj7L9CCGMCQ==,Inspection captured
LGR-5146,create,evidence,EVID-0088,2026-06-18T07:46:00Z,USER-CTR-01,sha256:5a4afd7f44360767095656019975b8b25bd6be865619fbbcefa4912d9c3bc8cc,sha256:d00a0396377a9d55389c3c2ca5635fc9a634b60029008e2708eb3f200084e2b9,sig:ALQRxoDRXV7pdCvPbHkm1Y3Zr3120UFmbtzoSI3mosqqaliepv94sg6msUTi0r+NAHzCWCA5cOZkf+5NRd63Cg==,Evidence uploaded
LGR-5147,create,inspection,INSP-1091,2026-06-18T10:45:00Z,USER-CTR-01,sha256:d00a0396377a9d55389c3c2ca5635fc9a634b60029008e2708eb3f200084e2b9,sha256:88e3ac1f233d7e8f0857159ace9eac1e97b8bdfb4a1e689c978addd81b3046c7,sig:HAHZ/gj14wRS/Sm66yzWNkce7ZO+uUMZbKqL+tj3MGI5wDfG0vwl5f6RbxoAO1BSH/+IMgWsNe3wcrmUcbSnBw==,Inspection captured
LGR-5148,create,evidence,EVID-0091,2026-06-18T10:55:00Z,USER-CTR-01,sha256:88e3ac1f233d7e8f0857159ace9eac1e97b8bdfb4a1e689c978addd81b3046c7,sha256:f5b7e020e2ee0d14f27979cea09a4709e21f9dda01f525caf204a5dc255086aa,sig:2MYQ/m16XYU/lwHfTuQeXjoDvlrdVDx2Wems+3+DHM4eUto0a3KWhKNZ/WQI0BVtIOom5SnjfUmS9Hb8gj03AA==,Evidence uploaded
LGR-5149,create,inspection,INSP-1051,2026-06-18T16:30:00Z,USER-CTR-01,sha256:f5b7e020e2ee0d14f27979cea09a4709e21f9dda01f525caf204a5dc255086aa,sha256:c770582a21309f8e4966d5ede6709fb133dcf4a71c75f712a22f49c60f82fc56,sig:/6x4pmgafPexShrnqxH50yyKhsBvTsgnXGX6whZXGiIl6T5N2+rvCJZvXAD40tTsp0C3EvNATTjHaCEP6xoLDw==,Inspection captured
LGR-5150,create,evidence,EVID-0051,2026-06-18T16:31:00Z,USER-CTR-01,sha256:c770582a21309f8e4966d5ede6709fb133dcf4a71c75f712a22f49c60f82fc56,sha256:d3ee10b29277be70024cc8d558ec2cde68af9486e5856eff6626be8036638ef1,sig:ryhKj9hYnwW8jDJfQj1K5qcHGmXpx6C+busqk4xoKPKRpyCO8JkxOxeHoEAXkvnL5T4gT5ykLD1+JeFb1kAHCg==,Evidence uploaded
LGR-5151,create,evidence,EVID-0122,2026-06-18T23:23:00Z,USER-CTR-01,sha256:d3ee10b29277be70024cc8d558ec2cde68af9486e5856eff6626be8036638ef1,sha256:1e5dd1f24c0e96db4de4e73f8190dc26f12d4ca4f8767ca335484cf48d22d020,sig:xbfG67QuzuXznaMmEVPQV+orCkPLW7YHzEBYYwch4r/KJf1jPVSu2lLRXt9LUs1IcBbpRmxYpkpx0fQMqFCtDA==,Evidence uploaded
LGR-5152,create,inspection,INSP-1065,2026-06-20T18:00:00Z,USER-INS-01,sha256:1e5dd1f24c0e96db4de4e73f8190dc26f12d4ca4f8767ca335484cf48d22d020,sha256:2e2435ce9ff875382429b7a1df5de214e6eab0500c80c22fddd66da1b67d4b7c,sig:lgkbAVaxv0YYnRlz+I/dCpLsARvsBfn6vVdocEyDxRLvKypWyIOjg/33d/NfMs9XV/zoCrr2zca4UCqhUusjDw==,Inspection captured
LGR-5153,create,evidence,EVID-0065,2026-06-20T18:24:00Z,USER-INS-01,sha256:2e2435ce9ff875382429b7a1df5de214e6eab0500c80c22fddd66da1b67d4b7c,sha256:456076abc969ba9834421406b9c26253a690ecd7ff22f8bc4d50daad173a10b2,sig:mMcvt5XRmDNuY2H6Kg7Rmfk7JzRqv42fjwnHfa3OjK6dgnCiuVv3t8cHqHNGwrvrkiL6MER5R1l6euJwOFLBDg==,Evidence uploaded
LGR-5154,create,evidence,EVID-0123,2026-06-20T21:48:00Z,USER-INS-01,sha256:456076abc969ba9834421406b9c26253a690ecd7ff22f8bc4d50daad173a10b2,sha256:421b90800d8365f05ff91d2b3bb845812fcdf5cdc62021a23ad6814fa44d981e,sig:J8WykH4eE+jSk+MQaIsjqV8SifXGe6xsrbVKggSP2dO/P8Zh6iq+dzeudt9+Pwf3UbanjOMxnPcERWfPO/byCw==,Evidence uploaded
LGR-5155,create,evidence,EVID-0121,2026-06-22T04:00:00Z,USER-CTR-01,sha256:421b90800d8365f05ff91d2b3bb845812fcdf5cdc62021a23ad6814fa44d981e,sha256:e0b460dc65900df154f2909d63023a0ba54751522d6201ebcf2f8eb9f68f1176,sig:VncT6hO0FwBrkKoOr4esx6dZ4r4IZEJjZa5Z8/PFcQe14Dc3Ygffs98IVy5bSR/5pswXhtRUsou8KRquMBOqCA==,Evidence uploaded
LGR-5156,create,work_order,WO-051,2026-06-23T07:00:00Z,USER-MGR-01,sha256:e0b460dc65900df154f2909d63023a0ba54751522d6201ebcf2f8eb9f68f1176,sha256:ba3a63951314944197c12734be59c945bc6d72d0b7659b4e8a18573b9b3b6db7,sig:9+CTJYXLH2WfYaSd/n/vH3kti1/48c5ZdCgm5gtc3oUWZqptSCzLrEefxQ0z/trGotWLbksHhggk8BV4gNbRCQ==,Work order raised
LGR-5157,create,evidence,EVID-0146,2026-06-23T07:19:00Z,USER-INS-01,sha256:ba3a63951314944197c12734be59c945bc6d72d0b7659b4e8a18573b9b3b6db7,sha256:8c2c12f945e9b888b60c22bfa3101762205368a0b44749025606e27ae7f93165,sig:WmYQlpXDLnTfJkekKqv1SsDRGQhjZT8RUmji40caP0UFI7lajyat3J00ltiIy6QkVjYz71AX2+BS0qBhFt3DAg==,Evidence uploaded
LGR-5158,create,inspection,INSP-1020,2026-06-23T14:30:00Z,USER-INS-01,sha256:8c2c12f945e9b888b60c22bfa3101762205368a0b44749025606e27ae7f93165,sha256:5c918e60b4f54736bd2eac5994cdf471c6269bf51a31f8cb4260f27377fb511f,sig:QLyLfADRQ9Qe2dmmZBBBj+StqSYbyJD2hmH/6TFy+I2DxiwEHdgf5B8wx7JwC6YLQXyTvS9Cohcji6GQJIdFAQ==,Inspection captured
LGR-5159,create,evidence,EVID-0020,2026-06-23T14:46:00Z,USER-INS-01,sha256:5c918e60b4f54736bd2eac5994cdf471c6269bf51a31f8cb4260f27377fb511f,sha256:1d963395c25b5e4c06f831f40ceceb81d0eafe6a9316d7c1f6975a841411317c,sig:k9yTepfD0j1X6DjUPxfSb+LGAOeSw7HOre+TxNeTLmSmydKHu464VdaNMfzjFkMVFFD2jgrSeN9QmpcQKWVdAw==,Evidence uploaded
LGR-5160,update,inspection,INSP-1020,2026-06-23T20:30:00Z,USER-MGR-01,sha256:1d963395c25b5e4c06f831f40ceceb81d0eafe6a9316d7c1f6975a841411317c,sha256:81a4bb33e761987ace6884324fbd40d7838c5599cbcdd7581175cce64485ff32,sig:NmNHTCg26C3OjlSRDdmPSuVmJ25FPowBllw4lpt5+b1Zov56nGbM+QrT/7cGNROPaqqsEeLqXBoVdx74ePoaDg==,Score / status update
LGR-5161,create,inspection,INSP-1099,2026-06-24T15:00:00Z,USER-INS-01,sha256:81a4bb33e761987ace6884324fbd40d7838c5599cbcdd7581175cce64485ff32,sha256:3b86e5f8e23591a52ad7b0256152e8d86b3ca0555fe9b8950b94acc4c1889fa4,sig://CsHaCAebsw6p0BZuZO15utLFrmmgTUHbAjgI/GCgLMTCTBHlTqxNO6G0aeCcLzY40zLU9Yge5zQRFSgo1DBw==,Inspection captured
LGR-5162,create,evidence,EVID-0130,2026-06-24T17:39:00Z,USER-INS-01,sha256:3b86e5f8e23591a52ad7b0256152e8d86b3ca0555fe9b8950b94acc4c1889fa4,sha256:07a339f973d4c0d874f9c32ecd8fa8175df4d23e035042402c87fea923f56a9a,sig:E9okoedJPPHyH3Dx61uwaiCX1qZVwVMPaHSglXIXlWXefJrTxjVKyrx8x1iidsBCqAS9LJur1P2ySUbWMl/MDg==,Evidence uploaded
LGR-5163,create,work_order,WO-045,2026-06-25T07:00:00Z,USER-ADMIN-01,sha256:07a339f973d4c0d874f9c32ecd8fa8175df4d23e035042402c87fea923f56a9a,sha256:6acae2a21bc690f0302ab4ccaa9ec9098aa4398a3323ef897cb685015434e6c1,sig:DxcxZLBFUTMlZPCs13hn9LtSHIDQgNSIYQnBVjC0VASn/nbjDyDEkaKQZhfkPe6UpFn37e5qeqP0v769QVaMBw==,Work order raised
LGR-5164,create,incident,INC-311,2026-06-26T02:00:00Z,USER-MGR-01,sha256:6acae2a21bc690f0302ab4ccaa9ec9098aa4398a3323ef897cb685015434e6c1,sha256:44504f4f74fd835a561e98ab236e95027518a0176da8a527b91bf4fd487af8ae,sig:MADzQiQFvEBrityP8jaNyyHtwxI06QdsK32ibLnJclpQ84dX2jzhrg02M/DanRNy9zD5iRDIhl8m6/T1R/HhCg==,Incident logged
LGR-5165,update,incident,INC-311,2026-06-26T10:00:00Z,USER-MGR-01,sha256:44504f4f74fd835a561e98ab236e95027518a0176da8a527b91bf4fd487af8ae,sha256:55e6c4f10ef8c06fed79d58eebebff982cb92fcb39b287eb3e52a0fc42ad2040,sig:AsbQZiR3OrdibLAYUpGA5uG/2jgwzxUYP6eZfP7s7+3lcQLWXA9QTqhQy7lJZ57B2zO2OM1hVBa3ash8hy4ACw==,Status update
LGR-5166,create,inspection,INSP-1085,2026-06-26T15:45:00Z,USER-CTR-01,sha256:55e6c4f10ef8c06fed79d58eebebff982cb92fcb39b287eb3e52a0fc42ad2040,sha256:307aa180f5043867968d0fa9cfa1688285fad9c19eafd00828080dc7bea7bfe8,sig:oiac6MqpQL9geXJF+fI0YCwKifag7+l09ONLz4TQp7Frj/MUq7GIOw+4sgXdG8Uk86FDuOdiwaqMKn0OiSTiDA==,Inspection captured
LGR-5167,create,evidence,EVID-0085,2026-06-26T15:55:00Z,USER-CTR-01,sha256:307aa180f5043867968d0fa9cfa1688285fad9c19eafd00828080dc7bea7bfe8,sha256:ffe9a67ead6a2c8cf6545f3a3419c0c1a0af8adc940e8bbd5e8d8dbd2115d9ba,sig:ILt7rYF7uwOz29igf/voBXPF+Vn2p5BPm9Lzxk+sEz89eVU67Zqep9zvDeAY2xyd4C9qXA8rPn8jRFt49h4nDA==,Evidence uploaded
LGR-5168,create,inspection,INSP-1048,2026-06-27T07:15:00Z,USER-CTR-01,sha256:ffe9a67ead6a2c8cf6545f3a3419c0c1a0af8adc940e8bbd5e8d8dbd2115d9ba,sha256:69df54716feabe0c607662394aa49b42774b14fa15e50ac0758dd29c3568cfda,sig:0VdxVzJ388NlYiteTQSnc/avy3HETJQ1geTFHXdCRpuK5ZzzC2sOJxS0QXNlmvs+ld+3MLOay1YcZxHC9zXRDA==,Inspection captured
LGR-5169,create,evidence,EVID-0048,2026-06-27T07:36:00Z,USER-CTR-01,sha256:69df54716feabe0c607662394aa49b42774b14fa15e50ac0758dd29c3568cfda,sha256:7b3bfc51649dd2d01fbf501c524e613dfb9f4f7e9f7fbaa5b523b7cf302cb8cc,sig:snzbDWVL6BtY0T7BYUt4lQneHzlqXd3zUEDxcuhzzPMQR4XzoWgy0hEXRxeTMB5HqW40/h46/trInHoNYoQbBA==,Evidence uploaded
LGR-5170,create,evidence,EVID-0137,2026-06-27T09:23:00Z,USER-CTR-01,sha256:7b3bfc51649dd2d01fbf501c524e613dfb9f4f7e9f7fbaa5b523b7cf302cb8cc,sha256:79ea8a76320bb280cb2635bcad5b93e7bd48a7b07af08ac9a77dd39a1efd5b15,sig:LdIU5A3u2E1tKpF0LjQG1ZLqFM+5xQawnAYOWh+KXyMV4XqhrRw/QoI4QDHk2IhG0mgKkCzCQyiTbdslz/42DQ==,Evidence uploaded
LGR-5171,create,inspection,INSP-1053,2026-06-27T09:45:00Z,USER-CTR-01,sha256:79ea8a76320bb280cb2635bcad5b93e7bd48a7b07af08ac9a77dd39a1efd5b15,sha256:888393d87b598dd4990cba34d08122b0e9743878f660ea621cc23bc56b767d31,sig:G5nyZERlUlYIAu9attC1GbarcPLsA6aBK+KT6QYdu96NWgmbKtsLHEPR+jhPRZ8oMujHW/uUAgUViImUIpbXBg==,Inspection captured
LGR-5172,create,evidence,EVID-0053,2026-06-27T10:10:00Z,USER-CTR-01,sha256:888393d87b598dd4990cba34d08122b0e9743878f660ea621cc23bc56b767d31,sha256:664f3e6fc340e42048892e998895b178840143a5773ac9bf59aa6c97451b71a5,sig:j/JVaQOqumwv7xTkU3DC3a7dbcZ1H+rM4aNFTn0hJXJKDooJEL9bPyigeJO9Ff+5qJcW+4OSzouAniagE2Z9Bw==,Evidence uploaded
LGR-5173,create,incident,INC-326,2026-06-27T23:00:00Z,USER-CTR-01,sha256:664f3e6fc340e42048892e998895b178840143a5773ac9bf59aa6c97451b71a5,sha256:fe6336f09bbec14c76a3b132e9c2142859e2f09ae3f167bffbff2d92c6a6e19b,sig:RpMpjsygWphIg0jhtQwZoXkILSJzhDF/KnSRzvz2GNbHrynR1vY4ClUFu7Y+T0gS6SdEtKUdJeifOQJ5cEgnDg==,Incident logged
LGR-5174,create,inspection,INSP-1069,2026-06-28T00:00:00Z,USER-CTR-01,sha256:fe6336f09bbec14c76a3b132e9c2142859e2f09ae3f167bffbff2d92c6a6e19b,sha256:3de3a697422a2c77187215e8279c129f2a91c42612d0490d13ff23f1869c722f,sig:7iryuvuaMD2ufl/9cs3As3owv+YNM8f6r86AuZtDR+qX9t+txRgXBkq46gki2uWpX8UB6PgopXW6sHNyThCHCg==,Inspection captured
LGR-5175,create,evidence,EVID-0069,2026-06-28T00:09:00Z,USER-CTR-01,sha256:3de3a697422a2c77187215e8279c129f2a91c42612d0490d13ff23f1869c722f,sha256:12ced56bbdee29b4ffe3b988a0c7a9d37296ed48aa2451fac4bc46d969969f08,sig:4G75QNxNzTdlecwfEhydjXaGaFzS9CqmGKDDCacFEON4IwzuWSNSuWg1i0kyrMsf3ObqzJ0kK0HCgHN6LCk+Dg==,Evidence uploaded
LGR-5176,create,incident,INC-312,2026-06-28T17:00:00Z,USER-MGR-01,sha256:12ced56bbdee29b4ffe3b988a0c7a9d37296ed48aa2451fac4bc46d969969f08,sha256:a786f014129f02fb2fd1f5c8f32e0842c6113ce42509bd2bc6f53c095a55a262,sig:+p2Cf/P4upA4XPKE6p9UqqSJtLlRseytVS8GMlWWW+CcmEH/EBew516Sl6oUhTJIgf+0Jq2BdB7buYMZmbSJDg==,Incident logged
LGR-5177,update,incident,INC-312,2026-06-29T01:00:00Z,USER-MGR-01,sha256:a786f014129f02fb2fd1f5c8f32e0842c6113ce42509bd2bc6f53c095a55a262,sha256:ee8de83b4e2c3f23219d4c42544bba544c951896cbc3c0a44bbb873c744af45c,sig:NDvPO1lGp+0dsMLFU+FXqdD3DqgPO2ul188JT4Qu7Uwb94Tup+m5eyYakv8EIlST7ztPoHGNuAAhs6e8CJGDBQ==,Status update
LGR-5178,create,work_order,WO-015,2026-06-29T07:00:00Z,USER-MGR-01,sha256:ee8de83b4e2c3f23219d4c42544bba544c951896cbc3c0a44bbb873c744af45c,sha256:bb644fb1b39a9b0ca6fca0c5aaa044b06b6be96aea95a94ef20101aea36596d9,sig:x+FGEZ7P+PE0IY/2pmXQw50FJNiyL9rMn9O4qjTyEB3PhoMBZJaguJO6nJ13H8loZIANZGmN4lLUYc9cFvlxDg==,Work order raised
LGR-5179,create,inspection,INSP-1044,2026-06-29T11:45:00Z,USER-INS-01,sha256:bb644fb1b39a9b0ca6fca0c5aaa044b06b6be96aea95a94ef20101aea36596d9,sha256:cd8b36f3ac41919de1a297660cf1033b0897fd5896f4a73f53b6ef88a06bbbc7,sig:iUoAooym5Js3xZYfbIl/VgdKpp6yQyQL7XDMAcNOtHEtNwrkbg6AqyMCUPaunzwaz3kdzkogTTmXzgSgl/t9AA==,Inspection captured
LGR-5180,create,evidence,EVID-0044,2026-06-29T12:06:00Z,USER-INS-01,sha256:cd8b36f3ac41919de1a297660cf1033b0897fd5896f4a73f53b6ef88a06bbbc7,sha256:49aad4d799baba7ca357711af2e055e7323acb06d9e23c7d0cfdcff74b9bad21,sig:rAtX1AYF7NM9pH7Ra4OtiFk44DY5rKvn4/lBhDbSvx9O91kTHpMC3QOIpdBz6zziBoPMXFHfy8B/vCNu57SBBA==,Evidence uploaded
